E0,effector_doubling_time_days,base_death_rate_per_day,aicd_max_rate_per_day,aicd_mid_day,aicd_width_days,stim_half_saturation_cells,max_kills_per_effector_per_day,kill_threshold_molecules,kill_steepness,tumour_growth_rate_per_day,effector_noise_sigma,kill_noise_sigma,t_end_days,dt_days,clearance_threshold_cells,param_id
64076605.507938534,2.259869748572732,0.033363420057174256,0.38525026355402403,10.484421340167557,4.266813860486428,519315768.8849775,0.11315568759622792,2048.601583702342,3.7898166041334154,0.03384367700568367,0.07438951123760948,0.17717416082893028,60.0,0.25,1000000.0,0
73170632.20635483,2.0793932508772,0.055791295903613175,0.46253810629521774,8.195933337915427,4.761199859305378,4356123.085789241,0.24250468131654077,2592.3501635866287,6.262645302363808,0.0020147037430128145,0.07329319465956391,0.15157679914458905,60.0,0.25,1000000.0,1
146916887.58218318,2.289665457187926,0.05509118458472811,0.544968883634422,10.834869040993699,3.760988396626418,11502897.251852002,0.6814905324958673,1433.5253194771,3.3470337702470827,0.013709268972014542,0.06577942900735312,0.05894039505322726,60.0,0.25,1000000.0,2
99423413.96449208,2.5013578188980277,0.033222700874255384,0.2814430523564951,14.377644278730719,2.9648997379296747,2150222.589838177,0.12061054388177445,1962.60761311424,5.24170299657405,0.00824105598325845,0.06682919169697547,0.17716812751107786,60.0,0.25,1000000.0,3
197000781.52721822,1.699563981105552,0.040191970572656784,0.3880459355713497,14.32620913382582,1.9992303242976348,8374569.164815507,1.7888138189019684,1528.2876606924774,4.5951816543045405,0.0070678501440854125,0.05851413282717334,0.1971840475760021,60.0,0.25,1000000.0,4
99784873.42325468,1.801314710335837,0.017396265344315515,0.23807841832967142,11.062858166047869,4.401120926401443,476934681.1084075,2.3476565707111985,2701.748407614956,3.5315605558222503,0.013790568783383451,0.025702326800213296,0.15077595615881145,60.0,0.25,1000000.0,5
70572409.0550963,1.5393080515883377,0.024145681235802924,0.5710010709077029,14.208659122386164,2.7582084265898255,300201758.25351197,0.788878733102132,2249.5218943913633,5.345239112648692,0.012739730764677215,0.029165415408325124,0.14882630030881927,60.0,0.25,1000000.0,6
103073132.6990681,2.083098629375088,0.016363771752451045,0.507828201910262,12.857555302945332,2.268455154717409,1344486.3842228164,0.8385859564781941,2806.940867879474,2.190035728346519,0.01638186127519624,0.034083858880144986,0.18313554761447248,60.0,0.25,1000000.0,7
61566085.17230934,1.464896880498473,0.053411541692621155,0.5150638430172442,9.975305442131589,2.131550916706767,163624465.0102507,0.25246141043038306,1825.8018795290582,6.217005488700162,0.013400437759489002,0.0230929350587769,0.08709104026665922,60.0,0.25,1000000.0,8
163305620.75314963,1.332284984218511,0.048952353445294326,0.44683031775508264,14.566574006399826,1.7365860337660872,2148995.0634381147,0.3232265189681127,1685.0827485417415,3.0322715372674574,0.01896812002425286,0.05996629773356978,0.15735415558346333,60.0,0.25,1000000.0,9
